sls file,sls result,sls duration,cvc5 lia filename,cvc5 lia result,cvc5 lia duration,sqlsolver filename,sqlsolver result,sqlsolver duration,unfold5 file,unfold5 result,unfold5 duration,no_interp file,no_interp result,no_interp duration
bapa/arith/fol_0000018.smt2,sat,0.930496216,benchmarks/bapa/arith/cvc5_bapa/fol_0000018.smt2,sat,0.060906649,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000018.smt2,SAT,0.014,bapa/arith/fol_0000018.smt2,sat,1.926259995,bapa/arith/fol_0000018.smt2,sat,1.048197508
bapa/arith/fol_0000019.smt2,sat,0.747364044,benchmarks/bapa/arith/cvc5_bapa/fol_0000019.smt2,sat,0.067611217,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000019.smt2,SAT,0.215,bapa/arith/fol_0000019.smt2,sat,1.988793612,bapa/arith/fol_0000019.smt2,sat,1.211726904
bapa/arith/fol_0000020.smt2,sat,0.171578884,benchmarks/bapa/arith/cvc5_bapa/fol_0000020.smt2,sat,0.071949005,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000020.smt2,SAT,0.202,bapa/arith/fol_0000020.smt2,sat,2.451138258,bapa/arith/fol_0000020.smt2,sat,0.89906764
bapa/arith/fol_0000021.smt2,unsat,0.160965919,benchmarks/bapa/arith/cvc5_bapa/fol_0000021.smt2,unsat,0.013502121,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000021.smt2,UNSAT,0.023,bapa/arith/fol_0000021.smt2,unsat,0.483279705,bapa/arith/fol_0000021.smt2,unsat,2.150214434
bapa/arith/fol_0000022.smt2,sat,0.409411669,benchmarks/bapa/arith/cvc5_bapa/fol_0000022.smt2,sat,0.065932512,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000022.smt2,SAT,0.201,bapa/arith/fol_0000022.smt2,sat,1.158249378,bapa/arith/fol_0000022.smt2,sat,0.911004782
bapa/arith/fol_0000023.smt2,unsat,0.165205002,benchmarks/bapa/arith/cvc5_bapa/fol_0000023.smt2,unsat,0.010685682,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000023.smt2,UNSAT,0.024,bapa/arith/fol_0000023.smt2,unsat,0.437755346,bapa/arith/fol_0000023.smt2,unsat,3.642090082
bapa/arith/fol_0000024.smt2,sat,0.654598236,benchmarks/bapa/arith/cvc5_bapa/fol_0000024.smt2,sat,0.065405846,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000024.smt2,SAT,0.199,bapa/arith/fol_0000024.smt2,sat,2.073539257,bapa/arith/fol_0000024.smt2,sat,1.256242037
bapa/arith/fol_0000025.smt2,sat,0.16242075,benchmarks/bapa/arith/cvc5_bapa/fol_0000025.smt2,sat,0.011881113,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000025.smt2,SAT,0.015,bapa/arith/fol_0000025.smt2,sat,0.543759108,bapa/arith/fol_0000025.smt2,sat,1.025669098
bapa/arith/fol_0000026.smt2,sat,0.379806042,benchmarks/bapa/arith/cvc5_bapa/fol_0000026.smt2,sat,0.013247728,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000026.smt2,SAT,0.011,bapa/arith/fol_0000026.smt2,sat,7.607965231,bapa/arith/fol_0000026.smt2,sat,0.823856354
bapa/arith/fol_0000027.smt2,sat,0.16337657,benchmarks/bapa/arith/cvc5_bapa/fol_0000027.smt2,sat,0.014131546,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000027.smt2,SAT,0.011,bapa/arith/fol_0000027.smt2,sat,1.86153698,bapa/arith/fol_0000027.smt2,sat,0.985136509
bapa/arith/fol_0000028.smt2,unsat,0.471552372,benchmarks/bapa/arith/cvc5_bapa/fol_0000028.smt2,unsat,0.119706631,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000028.smt2,UNSAT,0.229,bapa/arith/fol_0000028.smt2,unsat,0.644880533,bapa/arith/fol_0000028.smt2,unsat,9.710878134
bapa/arith/fol_0000029.smt2,sat,0.535340786,benchmarks/bapa/arith/cvc5_bapa/fol_0000029.smt2,sat,0.117452145,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000029.smt2,SAT,0.226,bapa/arith/fol_0000029.smt2,sat,3.997245789,bapa/arith/fol_0000029.smt2,sat,0.802067995
bapa/arith/fol_0000030.smt2,unsat,0.166278362,benchmarks/bapa/arith/cvc5_bapa/fol_0000030.smt2,unsat,0.009671688,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000030.smt2,UNSAT,0.019,bapa/arith/fol_0000030.smt2,unsat,0.452058077,bapa/arith/fol_0000030.smt2,unsat,3.96361208
bapa/arith/fol_0000031.smt2,sat,0.625506639,benchmarks/bapa/arith/cvc5_bapa/fol_0000031.smt2,sat,0.061882734,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000031.smt2,SAT,0.01,bapa/arith/fol_0000031.smt2,sat,0.507046938,bapa/arith/fol_0000031.smt2,sat,0.725048065
bapa/arith/fol_0000032.smt2,unsat,0.160715103,benchmarks/bapa/arith/cvc5_bapa/fol_0000032.smt2,unsat,0.01043129,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000032.smt2,UNSAT,0.019,bapa/arith/fol_0000032.smt2,unsat,0.448845387,bapa/arith/fol_0000032.smt2,unsat,5.149460554
bapa/arith/fol_0000033.smt2,sat,0.686598301,benchmarks/bapa/arith/cvc5_bapa/fol_0000033.smt2,sat,0.060556412,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000033.smt2,SAT,0.011,bapa/arith/fol_0000033.smt2,sat,1.203732729,bapa/arith/fol_0000033.smt2,sat,0.640290499
bapa/arith/fol_0000034.smt2,unsat,0.156803846,benchmarks/bapa/arith/cvc5_bapa/fol_0000034.smt2,unsat,0.01039052,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000034.smt2,UNSAT,0.019,bapa/arith/fol_0000034.smt2,unsat,0.441470385,bapa/arith/fol_0000034.smt2,unsat,3.279684305
bapa/arith/fol_0000035.smt2,sat,0.719526291,benchmarks/bapa/arith/cvc5_bapa/fol_0000035.smt2,sat,0.063884258,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000035.smt2,SAT,0.011,bapa/arith/fol_0000035.smt2,sat,2.312204123,bapa/arith/fol_0000035.smt2,sat,1.406837702
bapa/arith/fol_0000036.smt2,sat,0.7607584,benchmarks/bapa/arith/cvc5_bapa/fol_0000036.smt2,sat,0.011557817,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000036.smt2,SAT,0.011,bapa/arith/fol_0000036.smt2,sat,2.432114363,bapa/arith/fol_0000036.smt2,sat,0.511463881
bapa/arith/fol_0000037.smt2,sat,0.614008904,benchmarks/bapa/arith/cvc5_bapa/fol_0000037.smt2,sat,0.062669039,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000037.smt2,SAT,0.189,bapa/arith/fol_0000037.smt2,sat,2.218508482,bapa/arith/fol_0000037.smt2,sat,0.615283728
bapa/arith/fol_0000038.smt2,unsat,0.158819914,benchmarks/bapa/arith/cvc5_bapa/fol_0000038.smt2,unsat,0.010479689,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000038.smt2,UNSAT,0.018,bapa/arith/fol_0000038.smt2,unsat,0.460402012,bapa/arith/fol_0000038.smt2,unsat,4.604642153
bapa/arith/fol_0000039.smt2,sat,0.551420212,benchmarks/bapa/arith/cvc5_bapa/fol_0000039.smt2,sat,0.062346697,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000039.smt2,SAT,0.193,bapa/arith/fol_0000039.smt2,sat,2.29809165,bapa/arith/fol_0000039.smt2,sat,0.915513277
bapa/arith/fol_0000040.smt2,unsat,0.159366369,benchmarks/bapa/arith/cvc5_bapa/fol_0000040.smt2,unsat,0.010697842,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000040.smt2,UNSAT,0.019,bapa/arith/fol_0000040.smt2,unsat,0.489365816,bapa/arith/fol_0000040.smt2,unsat,3.309030771
bapa/arith/fol_0000041.smt2,sat,0.792238474,benchmarks/bapa/arith/cvc5_bapa/fol_0000041.smt2,sat,0.062450409,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000041.smt2,SAT,0.191,bapa/arith/fol_0000041.smt2,sat,1.173914671,bapa/arith/fol_0000041.smt2,sat,1.032381773
bapa/arith/fol_0000042.smt2,sat,0.211480618,benchmarks/bapa/arith/cvc5_bapa/fol_0000042.smt2,sat,0.011827946,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000042.smt2,SAT,0.011,bapa/arith/fol_0000042.smt2,sat,2.596962929,bapa/arith/fol_0000042.smt2,sat,1.207663298
bapa/arith/fol_0000043.smt2,sat,0.166984081,benchmarks/bapa/arith/cvc5_bapa/fol_0000043.smt2,sat,0.119373083,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000043.smt2,SAT,0.223,bapa/arith/fol_0000043.smt2,sat,1.716995239,bapa/arith/fol_0000043.smt2,sat,0.674310684
bapa/arith/fol_0000044.smt2,sat,0.618000269,benchmarks/bapa/arith/cvc5_bapa/fol_0000044.smt2,sat,0.058284521,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000044.smt2,SAT,0.011,bapa/arith/fol_0000044.smt2,sat,0.520267963,bapa/arith/fol_0000044.smt2,sat,1.295397997
bapa/arith/fol_0000045.smt2,unsat,0.224748373,benchmarks/bapa/arith/cvc5_bapa/fol_0000045.smt2,unsat,0.113115072,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000045.smt2,UNSAT,0.229,bapa/arith/fol_0000045.smt2,unsat,0.677151918,bapa/arith/fol_0000045.smt2,unsat,8.442877531
bapa/arith/fol_0000046.smt2,sat,0.178483963,benchmarks/bapa/arith/cvc5_bapa/fol_0000046.smt2,sat,0.121005297,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000046.smt2,SAT,0.241,bapa/arith/fol_0000046.smt2,sat,0.596466541,bapa/arith/fol_0000046.smt2,sat,0.785567045
bapa/arith/fol_0000047.smt2,unsat,0.219141245,benchmarks/bapa/arith/cvc5_bapa/fol_0000047.smt2,unsat,0.115952969,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000047.smt2,UNSAT,0.222,bapa/arith/fol_0000047.smt2,unsat,0.680435419,bapa/arith/fol_0000047.smt2,unsat,4.848827362
bapa/arith/fol_0000048.smt2,sat,0.428462505,benchmarks/bapa/arith/cvc5_bapa/fol_0000048.smt2,sat,0.133455038,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000048.smt2,SAT,0.215,bapa/arith/fol_0000048.smt2,sat,0.610228062,bapa/arith/fol_0000048.smt2,sat,0.849323988
bapa/arith/fol_0000049.smt2,sat,0.524586439,benchmarks/bapa/arith/cvc5_bapa/fol_0000049.smt2,sat,0.156799316,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000049.smt2,SAT,0.226,bapa/arith/fol_0000049.smt2,sat,1.82618618,bapa/arith/fol_0000049.smt2,sat,0.774847507
bapa/arith/fol_0000050.smt2,sat,1.599474192,benchmarks/bapa/arith/cvc5_bapa/fol_0000050.smt2,sat,0.018458128,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000050.smt2,SAT,0.012,bapa/arith/fol_0000050.smt2,sat,1.649183273,bapa/arith/fol_0000050.smt2,sat,0.709099531
bapa/arith/fol_0000051.smt2,sat,0.579387665,benchmarks/bapa/arith/cvc5_bapa/fol_0000051.smt2,sat,0.119428158,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000051.smt2,SAT,0.23,bapa/arith/fol_0000051.smt2,sat,1.447114706,bapa/arith/fol_0000051.smt2,sat,0.770496845
bapa/arith/fol_0000052.smt2,sat,0.54706502,benchmarks/bapa/arith/cvc5_bapa/fol_0000052.smt2,sat,0.132264376,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000052.smt2,SAT,0.235,bapa/arith/fol_0000052.smt2,sat,1.811445236,bapa/arith/fol_0000052.smt2,sat,0.754648447
bapa/arith/fol_0000053.smt2,sat,0.439743519,benchmarks/bapa/arith/cvc5_bapa/fol_0000053.smt2,sat,0.127032518,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000053.smt2,SAT,0.226,bapa/arith/fol_0000053.smt2,sat,1.826951027,bapa/arith/fol_0000053.smt2,sat,0.81757021
bapa/arith/fol_0000054.smt2,sat,0.188495159,benchmarks/bapa/arith/cvc5_bapa/fol_0000054.smt2,sat,0.135186434,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000054.smt2,SAT,0.225,bapa/arith/fol_0000054.smt2,sat,4.440725088,bapa/arith/fol_0000054.smt2,sat,0.736420631
bapa/arith/fol_0000055.smt2,unsat,0.172174454,benchmarks/bapa/arith/cvc5_bapa/fol_0000055.smt2,unsat,0.010797977,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000055.smt2,UNSAT,0.034,bapa/arith/fol_0000055.smt2,unsat,0.470944405,bapa/arith/fol_0000055.smt2,unsat,3.572170973
bapa/arith/fol_0000056.smt2,sat,0.724846125,benchmarks/bapa/arith/cvc5_bapa/fol_0000056.smt2,sat,0.063684225,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000056.smt2,SAT,0.501,bapa/arith/fol_0000056.smt2,sat,2.321139336,bapa/arith/fol_0000056.smt2,sat,0.950084448
bapa/arith/fol_0000057.smt2,sat,0.396501303,benchmarks/bapa/arith/cvc5_bapa/fol_0000057.smt2,sat,0.116705894,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000057.smt2,SAT,0.281,bapa/arith/fol_0000057.smt2,sat,1.431070089,bapa/arith/fol_0000057.smt2,sat,0.41176033
bapa/arith/fol_0000058.smt2,unsat,0.47390008,benchmarks/bapa/arith/cvc5_bapa/fol_0000058.smt2,unsat,0.114969492,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000058.smt2,UNSAT,0.233,bapa/arith/fol_0000058.smt2,unsat,0.64368391,bapa/arith/fol_0000058.smt2,unsat,6.702996016
bapa/arith/fol_0000059.smt2,unsat,0.15601182,benchmarks/bapa/arith/cvc5_bapa/fol_0000059.smt2,unsat,0.010456562,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000059.smt2,UNSAT,0.017,bapa/arith/fol_0000059.smt2,unsat,0.456310511,bapa/arith/fol_0000059.smt2,unsat,2.893010139
bapa/arith/fol_0000060.smt2,unsat,0.234406948,benchmarks/bapa/arith/cvc5_bapa/fol_0000060.smt2,unsat,0.116568327,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000060.smt2,UNSAT,0.223,bapa/arith/fol_0000060.smt2,unsat,0.738254547,bapa/arith/fol_0000060.smt2,unsat,8.575337172
bapa/arith/fol_0000061.smt2,unsat,0.470827341,benchmarks/bapa/arith/cvc5_bapa/fol_0000061.smt2,unsat,0.114852428,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000061.smt2,UNSAT,0.227,bapa/arith/fol_0000061.smt2,unsat,1.67762351,bapa/arith/fol_0000061.smt2,unsat,4.482406616
bapa/arith/fol_0000062.smt2,sat,0.422251701,benchmarks/bapa/arith/cvc5_bapa/fol_0000062.smt2,sat,0.127403975,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000062.smt2,SAT,0.234,bapa/arith/fol_0000062.smt2,sat,1.541491985,bapa/arith/fol_0000062.smt2,sat,0.776386023
bapa/arith/fol_0000063.smt2,unsat,0.233814478,benchmarks/bapa/arith/cvc5_bapa/fol_0000063.smt2,unsat,0.11311698,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000063.smt2,UNSAT,0.224,bapa/arith/fol_0000063.smt2,unsat,0.698106289,bapa/arith/fol_0000063.smt2,unsat,4.237812042
bapa/arith/fol_0000064.smt2,unsat,0.152176619,benchmarks/bapa/arith/cvc5_bapa/fol_0000064.smt2,unsat,0.012086153,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000064.smt2,UNSAT,0.018,bapa/arith/fol_0000064.smt2,unsat,0.511196136,bapa/arith/fol_0000064.smt2,unsat,2.782894135
bapa/arith/fol_0000065.smt2,unsat,0.483546734,benchmarks/bapa/arith/cvc5_bapa/fol_0000065.smt2,unsat,0.115830898,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000065.smt2,UNSAT,0.224,bapa/arith/fol_0000065.smt2,unsat,0.614294052,bapa/arith/fol_0000065.smt2,unsat,5.550576448
bapa/arith/fol_0000066.smt2,unsat,0.596949339,benchmarks/bapa/arith/cvc5_bapa/fol_0000066.smt2,unsat,0.116195917,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000066.smt2,UNSAT,0.238,bapa/arith/fol_0000066.smt2,unsat,0.75323987,bapa/arith/fol_0000066.smt2,unsat,4.308270693
bapa/arith/fol_0000067.smt2,unsat,0.608504295,benchmarks/bapa/arith/cvc5_bapa/fol_0000067.smt2,unsat,0.114636183,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000067.smt2,UNSAT,0.237,bapa/arith/fol_0000067.smt2,unsat,0.675191879,bapa/arith/fol_0000067.smt2,unsat,4.010881424
bapa/arith/fol_0000068.smt2,unsat,0.223846197,benchmarks/bapa/arith/cvc5_bapa/fol_0000068.smt2,unsat,0.114525318,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000068.smt2,UNSAT,0.225,bapa/arith/fol_0000068.smt2,unsat,0.637401819,bapa/arith/fol_0000068.smt2,unsat,8.526550055
bapa/arith/fol_0000069.smt2,sat,0.552662611,benchmarks/bapa/arith/cvc5_bapa/fol_0000069.smt2,sat,0.119013548,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000069.smt2,SAT,0.23,bapa/arith/fol_0000069.smt2,sat,1.51591444,bapa/arith/fol_0000069.smt2,sat,0.825907946
bapa/arith/fol_0000070.smt2,unsat,0.223888397,benchmarks/bapa/arith/cvc5_bapa/fol_0000070.smt2,unsat,0.115196943,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000070.smt2,UNSAT,0.243,bapa/arith/fol_0000070.smt2,unsat,0.692122698,bapa/arith/fol_0000070.smt2,unsat,10.67152238
bapa/arith/fol_0000071.smt2,sat,0.51312685,benchmarks/bapa/arith/cvc5_bapa/fol_0000071.smt2,sat,0.120176554,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000071.smt2,SAT,0.224,bapa/arith/fol_0000071.smt2,sat,0.56930089,bapa/arith/fol_0000071.smt2,sat,0.75714612
bapa/arith/fol_0000072.smt2,sat,0.191460133,benchmarks/bapa/arith/cvc5_bapa/fol_0000072.smt2,sat,0.11971426,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000072.smt2,SAT,0.239,bapa/arith/fol_0000072.smt2,sat,1.556163788,bapa/arith/fol_0000072.smt2,sat,0.778676033
bapa/arith/fol_0000073.smt2,sat,0.589628935,benchmarks/bapa/arith/cvc5_bapa/fol_0000073.smt2,sat,0.017429113,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000073.smt2,SAT,0.011,bapa/arith/fol_0000073.smt2,sat,0.595197201,bapa/arith/fol_0000073.smt2,sat,1.912238359
bapa/arith/fol_0000074.smt2,sat,0.424207211,benchmarks/bapa/arith/cvc5_bapa/fol_0000074.smt2,sat,0.125005245,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000074.smt2,SAT,0.394,bapa/arith/fol_0000074.smt2,sat,1.49840045,bapa/arith/fol_0000074.smt2,sat,0.769176722
bapa/arith/fol_0000075.smt2,sat,0.560927629,benchmarks/bapa/arith/cvc5_bapa/fol_0000075.smt2,sat,0.122902155,/home/mudathir/all/sls-reachability/benchmarks/bapa/arith/cvc5_bapa/fol_0000075.smt2,SAT,0.551,bapa/arith/fol_0000075.smt2,sat,1.916127205,bapa/arith/fol_0000075.smt2,sat,0.74249959
