sls,sls result,sls duration,filename2,cvc5 result,cvc5 duration,is match2
bapa/arith/fol_0000001.smt2,sat,0.371880531,benchmarks/bapa/arith/cvc5/fol_0000001.smt2,sat,0.056572676,TRUE
bapa/arith/fol_0000002.smt2,sat,0.455236912,benchmarks/bapa/arith/cvc5/fol_0000002.smt2,sat,0.005464554,TRUE
bapa/arith/fol_0000003.smt2,sat,0.362852812,benchmarks/bapa/arith/cvc5/fol_0000003.smt2,sat,0.004859447,TRUE
bapa/arith/fol_0000004.smt2,sat,0.36774826,benchmarks/bapa/arith/cvc5/fol_0000004.smt2,sat,0.006315708,TRUE
bapa/arith/fol_0000005.smt2,sat,0.339421749,benchmarks/bapa/arith/cvc5/fol_0000005.smt2,sat,0.005860567,TRUE
bapa/arith/fol_0000006.smt2,sat,0.348348618,benchmarks/bapa/arith/cvc5/fol_0000006.smt2,sat,0.005497456,TRUE
bapa/arith/fol_0000007.smt2,sat,0.355773211,benchmarks/bapa/arith/cvc5/fol_0000007.smt2,sat,0.006097555,TRUE
bapa/arith/fol_0000008.smt2,sat,0.347364187,benchmarks/bapa/arith/cvc5/fol_0000008.smt2,sat,0.004918575,TRUE
bapa/arith/fol_0000009.smt2,sat,0.472581387,benchmarks/bapa/arith/cvc5/fol_0000009.smt2,sat,0.005044222,TRUE
bapa/arith/fol_0000010.smt2,sat,0.353116035,benchmarks/bapa/arith/cvc5/fol_0000010.smt2,sat,0.006541491,TRUE
bapa/arith/fol_0000011.smt2,sat,0.453573465,benchmarks/bapa/arith/cvc5/fol_0000011.smt2,sat,0.005356073,TRUE
bapa/arith/fol_0000012.smt2,sat,0.352227688,benchmarks/bapa/arith/cvc5/fol_0000012.smt2,sat,0.005237103,TRUE
bapa/arith/fol_0000013.smt2,sat,0.352357864,benchmarks/bapa/arith/cvc5/fol_0000013.smt2,sat,0.006448746,TRUE
bapa/arith/fol_0000014.smt2,sat,0.350680351,benchmarks/bapa/arith/cvc5/fol_0000014.smt2,sat,0.005294323,TRUE
bapa/arith/fol_0000015.smt2,sat,0.470790863,benchmarks/bapa/arith/cvc5/fol_0000015.smt2,sat,0.005651236,TRUE
bapa/arith/fol_0000016.smt2,sat,0.368768692,benchmarks/bapa/arith/cvc5/fol_0000016.smt2,sat,0.005857706,TRUE
bapa/arith/fol_0000017.smt2,sat,1.262539148,benchmarks/bapa/arith/cvc5/fol_0000017.smt2,sat,0.005097866,TRUE
bapa/arith/fol_0000018.smt2,sat,0.345381021,benchmarks/bapa/arith/cvc5/fol_0000018.smt2,sat,0.006024599,TRUE
bapa/arith/fol_0000019.smt2,sat,0.47560358,benchmarks/bapa/arith/cvc5/fol_0000019.smt2,sat,0.006034136,TRUE
bapa/arith/fol_0000020.smt2,sat,0.362033367,benchmarks/bapa/arith/cvc5/fol_0000020.smt2,sat,0.00555253,TRUE
bapa/arith/fol_0000021.smt2,  unsat,0.171948671,benchmarks/bapa/arith/cvc5/fol_0000021.smt2,unsat,0.004943371,TRUE
bapa/arith/fol_0000022.smt2,sat,0.475059986,benchmarks/bapa/arith/cvc5/fol_0000022.smt2,sat,0.005726337,TRUE
bapa/arith/fol_0000023.smt2,  unsat,0.175730705,benchmarks/bapa/arith/cvc5/fol_0000023.smt2,unsat,0.005422354,TRUE
bapa/arith/fol_0000024.smt2,timeout,50.79019427,benchmarks/bapa/arith/cvc5/fol_0000024.smt2,sat,0.006734133,FALSE
bapa/arith/fol_0000025.smt2,sat,0.35530591,benchmarks/bapa/arith/cvc5/fol_0000025.smt2,sat,0.006664038,TRUE
bapa/arith/fol_0000026.smt2,sat,0.454766989,benchmarks/bapa/arith/cvc5/fol_0000026.smt2,sat,0.007632732,TRUE
bapa/arith/fol_0000027.smt2,sat,0.374289513,benchmarks/bapa/arith/cvc5/fol_0000027.smt2,sat,0.005708694,TRUE
bapa/arith/fol_0000028.smt2,  unsat,0.228597403,benchmarks/bapa/arith/cvc5/fol_0000028.smt2,unsat,0.020778656,TRUE
bapa/arith/fol_0000029.smt2,sat,0.4016819,benchmarks/bapa/arith/cvc5/fol_0000029.smt2,sat,0.007065773,TRUE
bapa/arith/fol_0000030.smt2,  unsat,0.166530609,benchmarks/bapa/arith/cvc5/fol_0000030.smt2,unsat,0.005126715,TRUE
bapa/arith/fol_0000031.smt2,sat,0.380920887,benchmarks/bapa/arith/cvc5/fol_0000031.smt2,sat,0.007462263,TRUE
bapa/arith/fol_0000032.smt2,  unsat,0.171218634,benchmarks/bapa/arith/cvc5/fol_0000032.smt2,unsat,0.007467985,TRUE
bapa/arith/fol_0000033.smt2,sat,0.363563061,benchmarks/bapa/arith/cvc5/fol_0000033.smt2,sat,0.008941889,TRUE
bapa/arith/fol_0000034.smt2,  unsat,0.17405057,benchmarks/bapa/arith/cvc5/fol_0000034.smt2,unsat,0.006327868,TRUE
bapa/arith/fol_0000035.smt2,sat,0.37942028,benchmarks/bapa/arith/cvc5/fol_0000035.smt2,sat,0.007768869,TRUE
bapa/arith/fol_0000036.smt2,sat,0.336054564,benchmarks/bapa/arith/cvc5/fol_0000036.smt2,sat,0.006824493,TRUE
bapa/arith/fol_0000037.smt2,sat,0.35112977,benchmarks/bapa/arith/cvc5/fol_0000037.smt2,sat,0.006939173,TRUE
bapa/arith/fol_0000038.smt2,  unsat,0.178973198,benchmarks/bapa/arith/cvc5/fol_0000038.smt2,unsat,0.005922079,TRUE
bapa/arith/fol_0000039.smt2,sat,0.347396135,benchmarks/bapa/arith/cvc5/fol_0000039.smt2,sat,0.00585556,TRUE
bapa/arith/fol_0000040.smt2,  unsat,0.175446987,benchmarks/bapa/arith/cvc5/fol_0000040.smt2,unsat,0.005972862,TRUE
bapa/arith/fol_0000041.smt2,sat,0.374747992,benchmarks/bapa/arith/cvc5/fol_0000041.smt2,sat,0.005419254,TRUE
bapa/arith/fol_0000042.smt2,sat,0.342611551,benchmarks/bapa/arith/cvc5/fol_0000042.smt2,sat,0.005901814,TRUE
bapa/arith/fol_0000043.smt2,sat,0.284318686,benchmarks/bapa/arith/cvc5/fol_0000043.smt2,sat,0.006163359,TRUE
bapa/arith/fol_0000044.smt2,sat,0.358763456,benchmarks/bapa/arith/cvc5/fol_0000044.smt2,sat,0.00547123,TRUE
bapa/arith/fol_0000045.smt2,  unsat,0.247600794,benchmarks/bapa/arith/cvc5/fol_0000045.smt2,unsat,0.009661198,TRUE
bapa/arith/fol_0000046.smt2,sat,0.305989504,benchmarks/bapa/arith/cvc5/fol_0000046.smt2,sat,0.006855011,TRUE
bapa/arith/fol_0000047.smt2,  unsat,0.25509429,benchmarks/bapa/arith/cvc5/fol_0000047.smt2,unsat,0.009332657,TRUE
bapa/arith/fol_0000048.smt2,sat,0.44806838,benchmarks/bapa/arith/cvc5/fol_0000048.smt2,sat,0.007758856,TRUE
bapa/arith/fol_0000049.smt2,sat,0.237226009,benchmarks/bapa/arith/cvc5/fol_0000049.smt2,sat,0.008160591,TRUE
bapa/arith/fol_0000050.smt2,sat,0.147892475,benchmarks/bapa/arith/cvc5/fol_0000050.smt2,sat,0.006438255,TRUE
bapa/arith/fol_0000051.smt2,sat,0.53693819,benchmarks/bapa/arith/cvc5/fol_0000051.smt2,sat,0.006653309,TRUE
bapa/arith/fol_0000052.smt2,sat,0.44276166,benchmarks/bapa/arith/cvc5/fol_0000052.smt2,sat,0.007183313,TRUE
bapa/arith/fol_0000053.smt2,sat,0.451504707,benchmarks/bapa/arith/cvc5/fol_0000053.smt2,sat,0.008375883,TRUE
bapa/arith/fol_0000054.smt2,sat,0.558354378,benchmarks/bapa/arith/cvc5/fol_0000054.smt2,sat,0.00686264,TRUE
bapa/arith/fol_0000055.smt2,  unsat,0.19108367,benchmarks/bapa/arith/cvc5/fol_0000055.smt2,unsat,0.006070375,TRUE
bapa/arith/fol_0000056.smt2,sat,0.510382414,benchmarks/bapa/arith/cvc5/fol_0000056.smt2,sat,0.00551939,TRUE
bapa/arith/fol_0000057.smt2,sat,0.434769869,benchmarks/bapa/arith/cvc5/fol_0000057.smt2,sat,0.005454302,TRUE
bapa/arith/fol_0000058.smt2,  unsat,0.238897324,benchmarks/bapa/arith/cvc5/fol_0000058.smt2,unsat,0.008967161,TRUE
bapa/arith/fol_0000059.smt2,  unsat,0.182754755,benchmarks/bapa/arith/cvc5/fol_0000059.smt2,unsat,0.004599094,TRUE
bapa/arith/fol_0000060.smt2,  unsat,0.256486654,benchmarks/bapa/arith/cvc5/fol_0000060.smt2,unsat,0.009013891,TRUE
bapa/arith/fol_0000061.smt2,  unsat,0.273725986,benchmarks/bapa/arith/cvc5/fol_0000061.smt2,unsat,0.008288145,TRUE
bapa/arith/fol_0000062.smt2,sat,0.428608418,benchmarks/bapa/arith/cvc5/fol_0000062.smt2,sat,0.007075071,TRUE
bapa/arith/fol_0000063.smt2,  unsat,1.031116009,benchmarks/bapa/arith/cvc5/fol_0000063.smt2,unsat,0.007728577,TRUE
bapa/arith/fol_0000064.smt2,  unsat,0.17288208,benchmarks/bapa/arith/cvc5/fol_0000064.smt2,unsat,0.005712032,TRUE
bapa/arith/fol_0000065.smt2,  unsat,0.251242161,benchmarks/bapa/arith/cvc5/fol_0000065.smt2,unsat,0.007959843,TRUE
bapa/arith/fol_0000066.smt2,  unsat,0.254142046,benchmarks/bapa/arith/cvc5/fol_0000066.smt2,unsat,0.009189606,TRUE
bapa/arith/fol_0000067.smt2,  unsat,0.275184155,benchmarks/bapa/arith/cvc5/fol_0000067.smt2,unsat,0.008009434,TRUE
bapa/arith/fol_0000068.smt2,  unsat,0.261825085,benchmarks/bapa/arith/cvc5/fol_0000068.smt2,unsat,0.00965333,TRUE
bapa/arith/fol_0000069.smt2,sat,0.41223073,benchmarks/bapa/arith/cvc5/fol_0000069.smt2,sat,0.005586624,TRUE
bapa/arith/fol_0000070.smt2,  unsat,0.245085955,benchmarks/bapa/arith/cvc5/fol_0000070.smt2,unsat,0.009364605,TRUE
bapa/arith/fol_0000071.smt2,sat,0.219529152,benchmarks/bapa/arith/cvc5/fol_0000071.smt2,sat,0.005485535,TRUE
bapa/arith/fol_0000072.smt2,sat,0.225695133,benchmarks/bapa/arith/cvc5/fol_0000072.smt2,sat,0.007121563,TRUE
bapa/arith/fol_0000073.smt2,sat,0.148993731,benchmarks/bapa/arith/cvc5/fol_0000073.smt2,sat,0.006182194,TRUE
bapa/arith/fol_0000074.smt2,sat,0.223978996,benchmarks/bapa/arith/cvc5/fol_0000074.smt2,sat,0.007148504,TRUE
bapa/arith/fol_0000075.smt2,sat,0.213077307,benchmarks/bapa/arith/cvc5/fol_0000075.smt2,sat,0.006291151,TRUE
bapa/arith/fol_0000076.smt2,sat,0.533790827,benchmarks/bapa/arith/cvc5/fol_0000076.smt2,sat,0.006547689,TRUE
bapa/arith/fol_0000077.smt2,sat,0.529243946,benchmarks/bapa/arith/cvc5/fol_0000077.smt2,sat,0.00748086,TRUE
bapa/arith/fol_0000078.smt2,  unsat,0.183238983,benchmarks/bapa/arith/cvc5/fol_0000078.smt2,unsat,0.004718781,TRUE
bapa/arith/fol_0000079.smt2,sat,0.507038832,benchmarks/bapa/arith/cvc5/fol_0000079.smt2,sat,0.006483316,TRUE
bapa/arith/fol_0000080.smt2,sat,0.483575821,benchmarks/bapa/arith/cvc5/fol_0000080.smt2,sat,0.005833387,TRUE
bapa/arith/fol_0000081.smt2,  unsat,0.171390295,benchmarks/bapa/arith/cvc5/fol_0000081.smt2,unsat,0.004279613,TRUE
bapa/arith/fol_0000082.smt2,sat,0.473784924,benchmarks/bapa/arith/cvc5/fol_0000082.smt2,sat,0.006094933,TRUE
bapa/arith/fol_0000083.smt2,  unsat,0.168394327,benchmarks/bapa/arith/cvc5/fol_0000083.smt2,unsat,0.004820347,TRUE
bapa/arith/fol_0000084.smt2,sat,0.519649506,benchmarks/bapa/arith/cvc5/fol_0000084.smt2,sat,0.005089998,TRUE
bapa/arith/fol_0000085.smt2,  unsat,0.266604662,benchmarks/bapa/arith/cvc5/fol_0000085.smt2,unsat,0.008875847,TRUE
bapa/arith/fol_0000086.smt2,  unsat,0.26908946,benchmarks/bapa/arith/cvc5/fol_0000086.smt2,unsat,0.007867098,TRUE
bapa/arith/fol_0000087.smt2,  unsat,0.174173594,benchmarks/bapa/arith/cvc5/fol_0000087.smt2,unsat,0.005858421,TRUE
bapa/arith/fol_0000088.smt2,  unsat,0.242271423,benchmarks/bapa/arith/cvc5/fol_0000088.smt2,unsat,0.007729292,TRUE
bapa/arith/fol_0000089.smt2,  unsat,0.250668764,benchmarks/bapa/arith/cvc5/fol_0000089.smt2,unsat,0.009102345,TRUE
bapa/arith/fol_0000090.smt2,sat,0.354595184,benchmarks/bapa/arith/cvc5/fol_0000090.smt2,sat,0.004906893,TRUE
bapa/arith/fol_0000091.smt2,  unsat,0.172189951,benchmarks/bapa/arith/cvc5/fol_0000091.smt2,unsat,0.004639387,TRUE
bapa/arith/fol_0000092.smt2,  unsat,0.176059961,benchmarks/bapa/arith/cvc5/fol_0000092.smt2,unsat,0.005711079,TRUE
bapa/arith/fol_0000093.smt2,  unsat,0.179952621,benchmarks/bapa/arith/cvc5/fol_0000093.smt2,unsat,0.004602909,TRUE
bapa/arith/fol_0000094.smt2,  unsat,0.267311811,benchmarks/bapa/arith/cvc5/fol_0000094.smt2,unsat,0.008500099,TRUE
bapa/arith/fol_0000095.smt2,  unsat,0.250749588,benchmarks/bapa/arith/cvc5/fol_0000095.smt2,unsat,0.007880449,TRUE
bapa/arith/fol_0000096.smt2,sat,0.501622915,benchmarks/bapa/arith/cvc5/fol_0000096.smt2,sat,0.005658388,TRUE
bapa/arith/fol_0000097.smt2,  unsat,0.24771142,benchmarks/bapa/arith/cvc5/fol_0000097.smt2,unsat,0.008596897,TRUE
bapa/arith/fol_0000098.smt2,  unsat,0.245840788,benchmarks/bapa/arith/cvc5/fol_0000098.smt2,unsat,0.008784771,TRUE
bapa/arith/fol_0000099.smt2,sat,0.218187332,benchmarks/bapa/arith/cvc5/fol_0000099.smt2,sat,0.005631208,TRUE
bapa/arith/fol_0000100.smt2,sat,0.537797451,benchmarks/bapa/arith/cvc5/fol_0000100.smt2,sat,0.006138563,TRUE
bapa/arith/fol_0000101.smt2,sat,0.141969204,benchmarks/bapa/arith/cvc5/fol_0000101.smt2,sat,0.006522894,TRUE
bapa/arith/fol_0000102.smt2,sat,0.539416552,benchmarks/bapa/arith/cvc5/fol_0000102.smt2,sat,0.005556107,TRUE
bapa/arith/fol_0000103.smt2,sat,0.51676321,benchmarks/bapa/arith/cvc5/fol_0000103.smt2,sat,0.006450891,TRUE
